RA,Dec,z_cl,N_mem,logMs,z_bcg,ID,
173.119731,-1.098285,0.734,17.109,12.508,-1.0,C19a1sW06957,
173.14707,0.929514,1.2108,12.087,11.99,-1.0,C19a1sW06958,
173.158726,-0.464289,0.7899,10.546,12.097,-1.0,C19a1sW06959,
173.17207,0.608404,1.0379,13.698,11.981,-1.0,C19a1sW06960,
173.189968,0.56875,0.6938,27.058,12.458,-1.0,C19a1sW06961,
173.226818,-1.1832,1.162,24.428,12.363,-1.0,C19a1sW06962,
173.249638,-1.588613,0.306,11.993,12.237,-1.0,C19a1sW06963,
173.250978,0.718842,0.5772,10.709,12.09,-1.0,C19a1sW06964,
173.251088,-0.571596,0.2518,16.55,12.367,0.24895,C19a1sW06965,
173.253515,-0.832561,0.74,24.113,12.543,-1.0,C19a1sW06966,
173.287192,-1.390216,1.2767,10.44,12.179,-1.0,C19a1sW06967,
173.291334,-1.022942,1.1841,11.363,12.31,-1.0,C19a1sW06968,
173.294114,0.428596,1.1861,14.107,12.489,-1.0,C19a1sW06969,
173.320751,-0.983014,0.8859,13.071,11.978,-1.0,C19a1sW06970,
173.341039,1.405833,0.75,10.742,12.252,-1.0,C19a1sW06971,
173.34489,-1.039154,0.25,13.932,12.047,0.25003,C19a1sW06972,
173.351324,-1.462386,0.32,32.594,12.604,0.32436,C19a1sW06973,
173.357324,-0.340966,0.762,15.372,11.976,-1.0,C19a1sW06974,
173.360584,-0.770295,0.338,18.561,12.183,0.37751,C19a1sW06975,
173.405683,0.730246,1.066,11.339,11.94,-1.0,C19a1sW06976,
173.419693,0.32832,1.0741,11.668,12.133,-1.0,C19a1sW06977,
173.428319,-0.907563,0.694,14.129,12.292,-1.0,C19a1sW06978,
173.49304,0.811028,0.1217,14.584,12.181,0.11366,C19a1sW06979,
173.495556,-1.015349,0.74,12.926,12.316,-1.0,C19a1sW06980,
173.502517,-0.754034,1.03,12.066,12.229,-1.0,C19a1sW06981,
173.506014,0.743258,0.652,11.442,12.294,0.6229,C19a1sW06982,
173.509988,-1.294293,0.7497,13.849,12.246,-1.0,C19a1sW06983,
173.532139,1.259885,0.736,31.233,12.639,-1.0,C19a1sW06984,
173.549237,-1.315205,0.309,20.019,12.308,0.31497,C19a1sW06985,
173.565201,0.115934,0.708,14.65,12.163,0.6913,C19a1sW06986,
173.605787,-1.155865,1.154,10.705,12.169,-1.0,C19a1sW06987,
173.630007,-0.311124,0.3261,41.375,12.611,0.34059,C19a1sW06988,
173.661705,0.653719,0.2082,11.791,12.007,-1.0,C19a1sW06989,
173.67117,0.708275,1.0719,12.857,12.121,-1.0,C19a1sW06990,
173.68131,-1.00951,1.158,16.063,12.215,-1.0,C19a1sW06991,
173.684014,-0.776024,0.6039,31.081,12.502,0.60107,C19a1sW06992,
173.691596,3.675478,0.8671,14.209,12.228,-1.0,C19a1sW06993,
173.703322,-1.2883,0.302,10.653,12.076,-1.0,C19a1sW06994,
173.712064,0.796321,0.8302,12.153,12.282,-1.0,C19a1sW06995,
173.716577,-0.612153,0.6435,24.114,12.489,0.60015,C19a1sW06996,
173.735607,1.223016,0.8492,13.669,12.14,-1.0,C19a1sW06997,
173.762647,-0.929001,0.762,16.068,12.234,0.75079,C19a1sW06998,
173.804879,3.669465,1.0221,10.422,12.128,-1.0,C19a1sW06999,
173.811656,-1.338782,0.752,10.993,12.177,-1.0,C19a1sW07000,
173.817013,3.311516,0.742,10.454,12.212,-1.0,C19a1sW07001,
173.818107,-1.514102,0.7533,24.977,12.439,-1.0,C19a1sW07002,
173.829227,3.364694,0.5695,14.98,12.26,0.56729,C19a1sW07003,
173.851654,3.753912,0.7282,12.252,12.221,-1.0,C19a1sW07004,
173.879642,0.113428,0.714,19.993,12.53,0.6147,C19a1sW07005,
173.907514,-1.480229,1.0608,15.683,12.319,-1.0,C19a1sW07006,
173.923254,-0.253729,0.5408,16.356,12.375,0.52714,C19a1sW07007,
173.936364,2.924818,1.172,10.273,11.963,-1.0,C19a1sW07008,
173.945308,3.326098,1.18,13.193,12.145,-1.0,C19a1sW07009,
173.94848,0.750187,0.57,18.484,12.299,0.56306,C19a1sW07010,
173.961136,-0.914623,0.672,14.137,12.114,1.54358,C19a1sW07011,
173.962832,3.139398,0.5701,10.733,12.144,0.56653,C19a1sW07012,
173.967689,2.840051,1.0015,11.066,12.01,-1.0,C19a1sW07013,
173.968174,3.515921,0.9189,18.965,12.34,-1.0,C19a1sW07014,
173.992983,-0.071877,1.2001,11.696,12.161,-1.0,C19a1sW07015,
173.995844,3.018628,1.172,10.44,12.161,-1.0,C19a1sW07016,
173.998683,1.083313,0.8527,12.315,12.099,-1.0,C19a1sW07017,
173.99929,1.617107,1.104,10.021,12.056,-1.0,C19a1sW07018,
174.030014,-0.020168,0.274,10.561,12.32,0.26039,C19a1sW07019,
174.045659,1.957974,0.766,13.353,12.213,-1.0,C19a1sW07020,
174.049599,2.138181,1.05,10.49,12.03,-1.0,C19a1sW07021,
174.051458,1.00503,1.1459,10.78,12.146,-1.0,C19a1sW07022,
174.059771,4.363358,1.0086,13.963,12.299,-1.0,C19a1sW07023,
174.066992,0.931816,0.5577,11.768,12.261,0.54655,C19a1sW07024,
174.07297,0.197943,0.856,13.09,12.082,-1.0,C19a1sW07025,
174.111498,-0.36237,1.212,10.738,12.281,-1.0,C19a1sW07026,
174.150118,2.112675,0.8844,16.287,12.41,-1.0,C19a1sW07027,
174.160916,3.708004,0.73,10.097,12.13,-1.0,C19a1sW07028,
174.161339,3.387115,1.0102,12.138,12.048,-1.0,C19a1sW07029,
174.164226,1.635713,0.9276,12.023,12.33,-1.0,C19a1sW07030,
174.169929,0.429339,0.4034,29.984,12.537,-1.0,C19a1sW07031,
174.184635,0.480643,0.9859,11.148,12.441,-1.0,C19a1sW07032,
174.188045,0.082356,0.779,12.179,12.278,-1.0,C19a1sW07033,
174.193578,-0.432216,0.746,13.583,12.249,-1.0,C19a1sW07034,
174.215627,2.070827,0.4728,17.651,12.383,0.4797,C19a1sW07035,
174.217294,-0.109057,0.468,13.976,12.24,0.46733,C19a1sW07036,
174.217404,2.433835,0.294,11.919,12.111,-1.0,C19a1sW07037,
174.217766,-1.698541,0.862,15.261,12.262,-1.0,C19a1sW07038,
174.21914,-1.391861,0.33,11.424,12.172,0.34041,C19a1sW07039,
174.225585,1.836825,0.4664,12.422,12.144,0.46404,C19a1sW07040,
174.226799,0.112083,0.59,79.803,12.867,0.60696,C19a1sW07041,
174.229348,-0.081408,0.606,16.675,12.314,-1.0,C19a1sW07042,
174.237035,1.972069,0.96,10.075,11.988,-1.0,C19a1sW07043,
174.259774,3.731415,1.0368,14.213,12.119,-1.0,C19a1sW07044,
174.263882,0.156932,0.7728,14.665,12.229,-1.0,C19a1sW07045,
174.279164,1.584913,0.9509,14.315,12.203,-1.0,C19a1sW07046,
174.287915,1.835736,0.946,15.718,12.287,-1.0,C19a1sW07047,
174.313628,0.719037,0.5309,16.517,12.1,-1.0,C19a1sW07048,
174.316375,1.61864,0.1365,12.386,12.134,0.13482,C19a1sW07049,
174.316449,-1.754825,0.266,15.471,12.197,0.28677,C19a1sW07050,
174.330977,0.361706,0.7402,12.96,12.228,-1.0,C19a1sW07051,
174.33313,4.333795,0.276,11.572,12.081,-1.0,C19a1sW07052,
174.35093,-1.630492,0.8421,12.187,12.241,-1.0,C19a1sW07053,
174.36613,3.16563,1.2037,14.134,12.42,-1.0,C19a1sW07054,
174.375519,-0.019902,0.7966,11.517,12.275,-1.0,C19a1sW07055,
174.380059,2.058897,0.7399,15.588,12.393,-1.0,C19a1sW07056,
174.381644,2.678183,0.2343,10.512,11.936,-1.0,C19a1sW07057,
174.385004,3.763098,1.2026,14.504,12.554,-1.0,C19a1sW07058,
174.387638,1.99126,0.876,11.63,12.148,-1.0,C19a1sW07059,
174.38969,2.666862,0.5562,12.829,12.174,-1.0,C19a1sW07060,
174.40933,3.069954,1.0071,17.166,12.335,-1.0,C19a1sW07061,
174.411088,1.644849,0.914,17.976,12.401,-1.0,C19a1sW07062,
174.422418,0.1929,0.3235,22.465,12.328,0.35016,C19a1sW07063,
174.438015,2.610918,0.8663,45.394,12.755,-1.0,C19a1sW07064,
174.453777,-0.055665,0.72,11.951,12.162,-1.0,C19a1sW07065,
174.45882,-1.830804,1.274,17.688,12.355,-1.0,C19a1sW07066,
174.459985,2.073794,0.85,26.806,12.659,-1.0,C19a1sW07067,
174.504401,0.570832,0.787,18.428,12.152,-1.0,C19a1sW07068,
174.506899,-0.909691,0.8479,14.561,12.227,-1.0,C19a1sW07069,
174.512455,2.796826,0.8677,11.859,12.029,-1.0,C19a1sW07070,
174.514376,2.917342,1.042,10.219,12.124,-1.0,C19a1sW07071,
174.514411,0.481961,0.7161,10.95,12.145,-1.0,C19a1sW07072,
174.514818,-1.28562,0.592,23.209,12.448,0.61172,C19a1sW07073,
174.51837,3.256569,0.4595,16.247,12.41,0.44929,C19a1sW07074,
174.531231,1.364274,0.7928,17.224,12.106,-1.0,C19a1sW07075,
174.539811,-0.698683,0.3173,18.097,12.155,0.31649,C19a1sW07076,
174.547211,2.262899,0.9015,11.836,11.961,-1.0,C19a1sW07077,
174.552701,4.536642,0.626,10.791,11.875,-1.0,C19a1sW07078,
174.565345,-0.651669,0.726,11.033,12.402,-1.0,C19a1sW07079,
174.578298,4.386831,0.9357,12.171,12.071,-1.0,C19a1sW07080,
174.579187,0.145687,1.026,17.12,12.315,-1.0,C19a1sW07081,
174.580689,2.091307,0.986,13.464,12.292,-1.0,C19a1sW07082,
174.582593,-0.922289,0.8561,18.618,12.341,-1.0,C19a1sW07083,
174.598001,0.59542,1.196,10.032,12.094,-1.0,C19a1sW07084,
174.60239,2.61961,0.892,12.742,12.159,-1.0,C19a1sW07085,
174.606449,-0.812643,0.7525,11.299,12.139,-1.0,C19a1sW07086,
174.609882,0.807593,0.7823,12.152,12.184,-1.0,C19a1sW07087,
174.610133,2.790431,0.7947,10.894,11.824,-1.0,C19a1sW07088,
174.611414,3.340245,0.486,13.754,12.266,-1.0,C19a1sW07089,
174.614269,4.303183,0.7833,14.675,12.138,-1.0,C19a1sW07090,
174.614983,1.460407,0.474,14.739,12.275,0.47897,C19a1sW07091,
174.616954,2.22106,0.7069,10.334,12.136,-1.0,C19a1sW07092,
174.619143,1.103246,1.038,15.464,12.391,-1.0,C19a1sW07093,
174.623819,1.799358,0.7571,29.43,12.497,-1.0,C19a1sW07094,
174.631299,2.479107,0.8838,17.032,12.234,-1.0,C19a1sW07095,
174.634819,1.360029,0.8708,16.448,12.172,-1.0,C19a1sW07096,
174.637502,0.416484,0.32,11.145,12.121,0.34598,C19a1sW07097,
174.639459,-0.193605,0.8821,47.315,12.665,-1.0,C19a1sW07098,
174.641069,0.811127,1.1979,11.032,12.097,-1.0,C19a1sW07099,
174.661179,2.404994,0.294,23.919,12.547,0.28588,C19a1sW07100,
174.664311,0.802434,0.8572,19.707,12.397,-1.0,C19a1sW07101,
174.668237,1.604226,0.332,10.302,12.073,-1.0,C19a1sW07102,
174.668446,-0.081594,1.1862,11.79,12.256,-1.0,C19a1sW07103,
174.680467,-1.717023,0.72,12.837,11.944,-1.0,C19a1sW07104,
174.707632,1.330569,0.934,13.722,12.394,-1.0,C19a1sW07105,
174.712128,0.229743,0.586,11.025,12.22,0.59996,C19a1sW07106,
174.713318,0.300803,0.606,15.251,12.392,-1.0,C19a1sW07107,
174.729484,-0.537686,0.777,14.81,12.247,-1.0,C19a1sW07108,
174.733276,1.439795,0.8849,10.788,12.123,-1.0,C19a1sW07109,
174.734954,0.120188,1.1864,12.332,12.099,-1.0,C19a1sW07110,
174.741784,0.710134,0.762,13.704,12.264,-1.0,C19a1sW07111,
174.762391,2.36872,0.8196,10.946,12.11,-1.0,C19a1sW07112,
174.771998,1.249875,0.1387,11.947,11.989,0.13369,C19a1sW07113,
174.780968,0.355768,0.598,23.505,12.417,0.59434,C19a1sW07114,
174.784415,4.15229,1.2,13.924,12.572,-1.0,C19a1sW07115,
174.788516,2.458008,1.056,13.002,12.286,-1.0,C19a1sW07116,
174.792993,0.353207,0.8252,11.53,12.042,-1.0,C19a1sW07117,
174.804824,3.062588,0.7539,13.121,11.959,-1.0,C19a1sW07118,
174.811587,1.85679,0.6626,14.625,12.278,0.6648,C19a1sW07119,
174.817263,-0.443893,1.155,18.797,12.171,-1.0,C19a1sW07120,
174.82473,-0.366475,0.721,11.606,12.225,-1.0,C19a1sW07121,
174.827091,1.903244,1.0527,36.16,12.548,-1.0,C19a1sW07122,
174.839162,-1.568641,0.842,10.754,12.346,-1.0,C19a1sW07123,
174.842862,2.56155,0.9877,12.77,12.357,-1.0,C19a1sW07124,
174.843565,-1.341238,0.8699,20.297,12.498,-1.0,C19a1sW07125,
174.853453,-0.586849,1.1324,11.654,12.121,-1.0,C19a1sW07126,
174.863726,-1.624379,1.194,10.505,12.102,-1.0,C19a1sW07127,
174.867215,1.349957,0.7732,12.009,12.272,-1.0,C19a1sW07128,
174.888266,3.862851,0.704,13.88,12.355,-1.0,C19a1sW07129,
174.89034,1.433791,0.254,10.361,11.893,-1.0,C19a1sW07130,
174.891082,-1.004431,0.58,17.855,12.368,0.60422,C19a1sW07131,
174.892156,3.734647,0.722,15.984,12.431,-1.0,C19a1sW07132,
174.904783,-0.407852,0.8165,14.979,12.097,-1.0,C19a1sW07133,
174.907755,1.791706,0.6821,11.254,12.107,-1.0,C19a1sW07134,
174.917191,2.924787,0.8546,11.669,11.953,-1.0,C19a1sW07135,
174.922126,2.198757,1.07,14.787,12.114,-1.0,C19a1sW07136,
174.924849,1.712828,0.838,14.331,12.332,-1.0,C19a1sW07137,
174.927314,2.095995,0.3583,11.603,12.114,0.36224,C19a1sW07138,
174.928355,0.762223,0.3533,24.817,12.5,0.35344,C19a1sW07139,
174.934804,4.72081,0.4693,19.144,12.317,0.46343,C19a1sW07140,
174.939582,1.408996,0.613,13.214,12.223,0.63182,C19a1sW07141,
174.960965,3.924376,0.72,19.395,12.507,-1.0,C19a1sW07142,
174.963239,2.375728,0.6881,12.634,12.163,0.67019,C19a1sW07143,
174.96325,4.984314,0.8813,14.724,12.197,-1.0,C19a1sW07144,
174.964473,-0.659431,0.86,11.944,12.127,-1.0,C19a1sW07145,
174.964511,0.303835,1.204,13.429,12.285,-1.0,C19a1sW07146,
174.966277,-1.584186,0.854,12.446,12.248,-1.0,C19a1sW07147,
174.970365,4.21212,0.888,10.015,11.99,-1.0,C19a1sW07148,
174.980638,-0.359325,1.058,10.279,12.304,-1.0,C19a1sW07149,
174.994232,-0.155229,0.309,11.619,12.112,0.31437,C19a1sW07150,
174.998877,1.931507,0.3923,10.819,12.34,0.39789,C19a1sW07151,
175.005185,0.61646,0.8522,10.745,12.101,-1.0,C19a1sW07152,
175.017933,-0.079489,0.938,11.454,12.401,-1.0,C19a1sW07153,
175.019934,-0.690561,0.5659,11.822,12.286,0.57442,C19a1sW07154,
175.024081,2.820797,0.8717,14.975,12.21,-1.0,C19a1sW07155,
175.028307,3.867051,0.762,16.882,12.362,-1.0,C19a1sW07156,
175.028773,1.065185,1.054,11.599,12.524,-1.0,C19a1sW07157,
175.030929,1.279588,0.6431,20.216,12.272,0.63265,C19a1sW07158,
175.059661,2.098162,0.704,12.276,12.256,-1.0,C19a1sW07159,
175.060202,-0.21896,1.172,10.798,12.201,-1.0,C19a1sW07160,
175.067176,2.483902,0.8649,14.115,12.205,-1.0,C19a1sW07161,
175.071683,-0.400187,0.954,15.9,12.288,-1.0,C19a1sW07162,
175.076875,3.992651,1.206,11.252,12.336,-1.0,C19a1sW07163,
175.096346,0.790441,0.994,11.311,11.973,-1.0,C19a1sW07164,
175.103976,1.767473,0.3444,24.209,12.359,0.38205,C19a1sW07165,
175.107685,0.045087,0.98,12.058,12.158,-1.0,C19a1sW07166,
175.109421,-0.656264,0.468,13.66,12.026,0.47155,C19a1sW07167,
175.120907,3.726686,0.736,15.006,12.154,-1.0,C19a1sW07168,
175.120964,3.361558,0.802,10.883,12.162,-1.0,C19a1sW07169,
175.122085,-1.977392,0.838,13.112,12.025,-1.0,C19a1sW07170,
175.129492,1.816906,0.8292,10.958,12.147,-1.0,C19a1sW07171,
175.145616,2.119784,0.8659,10.41,12.203,-1.0,C19a1sW07172,
175.148226,2.858816,0.298,16.103,12.195,0.30141,C19a1sW07173,
175.152026,3.128681,0.7423,11.434,11.953,-1.0,C19a1sW07174,
175.155049,2.589434,0.8736,14.669,12.194,-1.0,C19a1sW07175,
175.158277,2.40615,0.5645,21.299,12.381,-1.0,C19a1sW07176,
175.159334,-1.354783,0.72,31.665,12.486,-1.0,C19a1sW07177,
175.160033,1.896585,0.9986,23.269,12.419,-1.0,C19a1sW07178,
175.160931,0.284762,0.73,10.535,12.099,-1.0,C19a1sW07179,
175.182049,-0.559286,0.8272,22.351,12.31,-1.0,C19a1sW07180,
175.19124,-0.863665,0.8891,15.117,12.309,-1.0,C19a1sW07181,
175.19484,3.624458,0.9853,11.541,11.978,-1.0,C19a1sW07182,
175.201518,1.259755,0.3514,11.203,12.264,0.35611,C19a1sW07183,
175.228137,2.154335,0.9319,19.062,12.269,-1.0,C19a1sW07184,
175.230385,2.410225,0.404,10.542,12.039,-1.0,C19a1sW07185,
175.234966,-1.120504,0.578,13.594,12.21,-1.0,C19a1sW07186,
175.252183,1.244729,0.762,24.059,12.457,-1.0,C19a1sW07187,
175.257612,-0.429975,0.7991,11.701,12.309,-1.0,C19a1sW07188,
175.259664,0.11154,0.4305,18.576,12.135,0.43523,C19a1sW07189,
175.25985,-0.420122,0.528,12.425,12.04,0.53903,C19a1sW07190,
175.267597,3.267892,0.832,13.187,12.044,-1.0,C19a1sW07191,
175.272902,-1.285839,0.882,10.42,11.959,-1.0,C19a1sW07192,
175.279888,3.07841,1.1901,10.096,11.903,-1.0,C19a1sW07193,
175.292889,-1.065142,0.4649,13.806,12.217,0.46296,C19a1sW07194,
175.298598,-0.418014,0.3562,17.461,12.258,-1.0,C19a1sW07195,
175.298897,-0.144841,0.8214,18.999,12.332,-1.0,C19a1sW07196,
175.322777,-1.618042,0.63,13.065,12.131,-1.0,C19a1sW07197,
175.325656,1.536789,1.1406,11.921,12.291,-1.0,C19a1sW07198,
175.326214,3.80634,0.4803,23.762,12.383,0.45096,C19a1sW07199,
175.341395,1.515985,0.4859,16.526,12.398,-1.0,C19a1sW07200,
175.347299,0.633645,0.3207,23.62,12.633,0.30973,C19a1sW07201,
175.348422,1.374223,0.356,12.144,12.128,-1.0,C19a1sW07202,
175.353866,0.531703,0.8793,11.829,12.195,-1.0,C19a1sW07203,
175.354414,2.043455,1.034,10.505,12.064,-1.0,C19a1sW07204,
175.356752,-1.324409,0.5673,10.017,12.229,0.57361,C19a1sW07205,
175.358234,3.962284,0.75,22.381,12.469,-1.0,C19a1sW07206,
175.366986,-0.291743,0.3439,17.167,12.423,0.35013,C19a1sW07207,
175.405538,-0.964232,0.9386,10.113,12.196,-1.0,C19a1sW07208,
175.407586,-1.420074,0.7867,15.173,12.071,-1.0,C19a1sW07209,
175.408868,0.902527,1.0339,13.262,12.195,-1.0,C19a1sW07210,
175.413094,4.207771,0.106,15.507,12.004,0.12588,C19a1sW07211,
175.420238,-0.497459,0.1213,23.437,11.975,0.10717,C19a1sW07212,
175.447514,-0.603251,0.63,10.143,12.285,-1.0,C19a1sW07213,
175.456012,1.902551,0.6299,13.391,12.253,0.62696,C19a1sW07214,
175.468106,3.117515,0.7459,10.663,12.177,-1.0,C19a1sW07215,
175.479682,3.89407,0.7475,10.11,12.101,-1.0,C19a1sW07216,
175.487195,3.58477,0.748,10.319,12.157,-1.0,C19a1sW07217,
175.48972,-0.345598,0.694,11.041,12.17,-1.0,C19a1sW07218,
175.506999,0.248416,1.1781,10.307,12.17,-1.0,C19a1sW07219,
175.517345,0.642386,0.8681,15.39,12.387,-1.0,C19a1sW07220,
175.520327,-0.927751,0.844,11.161,12.192,-1.0,C19a1sW07221,
175.529722,0.192014,0.4259,10.524,12.01,0.4257,C19a1sW07222,
175.533967,1.389009,1.014,16.417,12.391,-1.0,C19a1sW07223,
175.53739,1.179169,0.3757,15.793,11.953,-1.0,C19a1sW07224,
175.542245,1.104859,1.0917,10.591,12.141,-1.0,C19a1sW07225,
175.549196,-0.081101,1.1366,10.889,11.996,-1.0,C19a1sW07226,
175.549725,3.271596,1.1893,12.922,12.112,-1.0,C19a1sW07227,
175.551864,-1.407758,1.1333,10.739,12.195,-1.0,C19a1sW07228,
175.552024,-0.385788,0.606,11.527,12.077,0.5926,C19a1sW07229,
175.556425,1.505456,0.9301,16.638,12.3,-1.0,C19a1sW07230,
175.561227,1.282518,0.766,14.202,12.186,-1.0,C19a1sW07231,
175.568894,0.507243,0.85,14.67,12.179,-1.0,C19a1sW07232,
175.570319,0.638815,0.32,10.612,12.334,0.31044,C19a1sW07233,
175.584111,0.629815,0.9431,11.147,12.168,-1.0,C19a1sW07234,
175.585328,1.5407,0.754,16.084,12.415,-1.0,C19a1sW07235,
175.587856,1.85142,1.004,13.236,12.174,-1.0,C19a1sW07236,
175.608407,-0.820301,0.5787,11.299,12.279,0.5903,C19a1sW07237,
175.60997,3.833369,1.2429,10.501,12.213,-1.0,C19a1sW07238,
175.610107,-1.705898,0.8774,15.449,12.34,-1.0,C19a1sW07239,
175.620619,2.086387,0.9042,11.006,12.028,-1.0,C19a1sW07240,
175.653198,-1.710677,1.0467,11.07,12.078,-1.0,C19a1sW07241,
175.65518,1.607145,0.984,15.461,12.468,-1.0,C19a1sW07242,
175.660266,1.690503,0.7473,11.023,12.396,0.76289,C19a1sW07243,
175.66424,2.195091,0.7672,11.878,12.099,-1.0,C19a1sW07244,
175.675139,0.444026,0.318,25.383,12.589,0.30424,C19a1sW07245,
175.678432,-1.397836,1.2601,11.727,12.221,-1.0,C19a1sW07246,
175.685771,0.419365,0.856,10.757,12.172,-1.0,C19a1sW07247,
175.702198,0.220701,0.7084,16.991,12.316,-1.0,C19a1sW07248,
175.710254,-0.753429,0.616,11.291,12.182,0.64704,C19a1sW07249,
175.718285,-0.961061,0.9462,10.332,11.871,-1.0,C19a1sW07250,
175.720128,0.307498,0.6195,24.27,12.615,0.61793,C19a1sW07251,
175.736759,-0.819744,0.25,43.226,12.46,0.26467,C19a1sW07252,
175.737969,2.471373,0.674,40.692,12.782,-1.0,C19a1sW07253,
175.744679,-1.024647,0.3561,10.06,12.019,-1.0,C19a1sW07254,
175.76022,4.201985,0.7499,12.096,12.144,-1.0,C19a1sW07255,
175.767855,1.744167,0.7523,10.803,12.286,-1.0,C19a1sW07256,
175.767902,1.874566,0.9384,15.663,12.2,-1.0,C19a1sW07257,
175.768402,-0.601964,0.7085,17.606,12.208,0.69297,C19a1sW07258,
175.769405,4.55916,0.4648,11.698,12.143,0.45358,C19a1sW07259,
175.7715,1.61461,0.366,10.175,11.969,0.36583,C19a1sW07260,
175.773887,0.919227,0.36,20.581,12.439,-1.0,C19a1sW07261,
175.785229,2.368259,0.8576,12.972,12.222,-1.0,C19a1sW07262,
175.789821,3.142419,0.8608,15.708,12.243,-1.0,C19a1sW07263,
175.796971,3.154698,0.72,29.977,12.653,-1.0,C19a1sW07264,
175.807972,2.480637,0.8532,11.876,12.055,-1.0,C19a1sW07265,
175.808735,1.164671,0.362,13.1,12.203,-1.0,C19a1sW07266,
175.816402,0.514392,0.9741,13.588,12.212,-1.0,C19a1sW07267,
175.819128,4.924495,0.114,10.842,11.721,0.12956,C19a1sW07268,
175.822779,0.673817,0.612,27.971,12.44,0.62068,C19a1sW07269,
175.834369,1.574822,0.4881,17.126,12.083,0.48233,C19a1sW07270,
175.849167,1.62547,0.7843,14.673,12.207,-1.0,C19a1sW07271,
175.851747,2.747774,0.6699,16.166,12.29,-1.0,C19a1sW07272,
175.858992,-0.457413,0.3396,35.935,12.691,0.3504,C19a1sW07273,
175.862864,-0.723128,1.1959,12.144,12.023,-1.0,C19a1sW07274,
175.868487,0.407226,0.366,23.131,12.298,0.36362,C19a1sW07275,
175.871205,-0.230968,1.1941,13.121,12.224,-1.0,C19a1sW07276,
175.874847,1.232668,0.9659,11.52,12.171,-1.0,C19a1sW07277,
175.888303,4.053612,0.935,16.467,12.216,-1.0,C19a1sW07278,
175.889102,2.428702,0.564,12.183,12.128,-1.0,C19a1sW07279,
175.892884,2.34521,0.44,12.084,12.188,0.41628,C19a1sW07280,
175.894133,1.596773,0.934,14.38,12.301,-1.0,C19a1sW07281,
175.899463,1.539787,0.3715,10.188,12.025,-1.0,C19a1sW07282,
175.899504,4.878208,0.7776,10.757,11.929,-1.0,C19a1sW07283,
175.899507,-1.563042,0.654,12.14,12.456,0.64362,C19a1sW07284,
175.902846,0.956921,0.844,10.949,12.044,-1.0,C19a1sW07285,
175.912347,0.231439,0.6304,23.247,12.321,-1.0,C19a1sW07286,
175.916386,3.125091,0.8553,13.554,12.283,-1.0,C19a1sW07287,
175.917222,-0.184231,0.304,10.839,12.148,-1.0,C19a1sW07288,
175.920161,4.564237,0.7802,13.883,12.052,-1.0,C19a1sW07289,
175.921558,-0.463625,0.6147,10.542,11.977,-1.0,C19a1sW07290,
175.923727,0.249443,0.4822,10.026,12.071,-1.0,C19a1sW07291,
175.931959,-0.976435,0.3429,17.939,12.423,-1.0,C19a1sW07292,
175.932697,3.728605,0.7628,11.57,12.245,-1.0,C19a1sW07293,
175.936011,3.405249,0.726,11.86,12.284,-1.0,C19a1sW07294,
175.936189,0.853493,0.7742,15.208,12.353,-1.0,C19a1sW07295,
175.939528,1.173348,0.62,18.019,12.259,-1.0,C19a1sW07296,
175.945762,0.009761,0.702,17.188,12.566,0.69269,C19a1sW07297,
175.950912,0.061387,0.914,10.607,12.028,-1.0,C19a1sW07298,
175.951454,-0.262134,0.8047,15.778,12.373,-1.0,C19a1sW07299,
175.954228,-1.714342,0.1283,54.35,12.655,0.10519,C19a1sW07300,
175.955072,0.367972,0.3235,19.646,12.503,0.3298,C19a1sW07301,
175.957603,-0.190752,0.434,12.514,12.228,-1.0,C19a1sW07302,
175.957989,-0.919566,1.112,10.984,12.152,-1.0,C19a1sW07303,
175.958364,0.117866,0.7564,14.952,12.405,-1.0,C19a1sW07304,
175.962015,0.383176,0.234,14.631,12.034,0.32819,C19a1sW07305,
175.977932,-0.992825,0.938,11.863,11.999,-1.0,C19a1sW07306,
175.978843,1.936467,0.9954,10.377,12.2,-1.0,C19a1sW07307,
175.979439,1.427912,1.0052,14.36,12.143,-1.0,C19a1sW07308,
175.99415,-0.313649,0.9303,10.618,11.977,-1.0,C19a1sW07309,
176.001002,1.691518,0.366,22.321,12.441,0.3652,C19a1sW07310,
176.021844,4.783721,0.7674,11.541,11.948,-1.0,C19a1sW07311,
176.022381,-0.37378,1.184,10.518,12.235,-1.0,C19a1sW07312,
176.02408,-0.523941,0.8249,19.507,12.283,-1.0,C19a1sW07313,
176.027234,0.675467,0.9407,12.122,12.281,-1.0,C19a1sW07314,
176.027719,2.78753,0.2933,11.51,12.164,0.28197,C19a1sW07315,
176.02819,-1.110325,0.36,17.781,12.637,-1.0,C19a1sW07316,
176.028323,0.180647,0.3494,10.522,12.195,0.36462,C19a1sW07317,
176.035333,3.682259,1.2301,17.48,12.502,-1.0,C19a1sW07318,
176.039209,0.176211,1.1421,10.612,12.083,-1.0,C19a1sW07319,
176.039345,4.692382,0.4093,16.596,12.279,-1.0,C19a1sW07320,
176.04722,0.922516,0.2393,13.835,12.301,0.2982,C19a1sW07321,
176.047481,4.804364,0.4722,12.676,12.289,-1.0,C19a1sW07322,
176.057685,-0.864055,1.15,10.114,12.373,-1.0,C19a1sW07323,
176.060336,-1.088609,0.8811,13.087,11.904,-1.0,C19a1sW07324,
