#   RA         Dec     z_cl    N_mem logMs  z_bcg    ID
136.006342   0.479144 0.8044  10.312 12.347 -1.0    C19a1nW03576
136.006835   4.087618 0.8537  18.607 12.392 -1.0    C19a1nW03577
136.011102   0.146138 0.8045  18.329 12.302 -1.0    C19a1nW03578
136.014171   1.421194 0.8385  22.555 12.473 -1.0    C19a1nW03579
136.017304   1.375277 0.6281  14.166 12.041 -1.0    C19a1nW03580
136.026173   0.455072 0.3526  21.363 12.276 0.39004 C19a1nW03581
136.030577   3.946154 0.2540  19.468 12.234 -1.0    C19a1nW03582
136.031528   0.402061 0.8123  12.999 12.386 -1.0    C19a1nW03583
136.036075   3.210564 1.1865  11.549 12.247 -1.0    C19a1nW03584
136.038011  -0.345236 0.2580  17.519 12.216 0.29664 C19a1nW03585
136.038701   0.649363 0.3040  23.973 12.415 -1.0    C19a1nW03586
136.042159   1.266545 1.0950  11.419 12.373 -1.0    C19a1nW03587
136.050865   0.117450 0.6520  11.825 12.253 0.68906 C19a1nW03588
136.056261  -0.572697 0.4665  13.642 12.237 -1.0    C19a1nW03589
136.064265  -1.475087 1.3404  10.702 12.330 -1.0    C19a1nW03590
136.071104   3.148151 0.5244  12.947 12.182 0.52118 C19a1nW03591
136.076550  -1.067437 0.8900  11.372 12.377 -1.0    C19a1nW03592
136.077026   2.354236 0.7972  15.429 12.294 -1.0    C19a1nW03593
136.079294   2.111412 0.8047  38.907 12.603 -1.0    C19a1nW03594
136.083409   3.338441 0.8540  13.083 12.030 -1.0    C19a1nW03595
136.085182  -1.035553 0.3020  15.276 12.355 0.30918 C19a1nW03596
136.085360  -0.237352 0.3620  10.000 11.824 -1.0    C19a1nW03597
136.109025  -1.595395 0.7926  10.364 12.036 -1.0    C19a1nW03598
136.112351   3.170326 0.8600  15.273 12.286 -1.0    C19a1nW03599
136.123765   3.579319 0.2120  11.196 11.910 -1.0    C19a1nW03600
136.128576   3.219807 0.1500  11.607 12.171 0.12202 C19a1nW03601
136.141856  -0.590139 1.2760  11.754 12.039 -1.0    C19a1nW03602
136.142273  -0.901416 0.5850  32.629 12.493 0.62932 C19a1nW03603
136.147416   0.780335 0.8088  23.149 12.468 -1.0    C19a1nW03604
136.151647   1.188155 0.7911  14.462 12.304 -1.0    C19a1nW03605
136.153651  -2.003871 1.0911  11.063 11.742 -1.0    C19a1nW03606
136.158319   2.959812 0.2340  11.461 11.976 0.19378 C19a1nW03607
136.174414  -0.600831 0.7954  10.068 11.873 -1.0    C19a1nW03608
136.174534   0.571652 0.8621  18.151 12.492 -1.0    C19a1nW03609
136.175950   0.619249 0.7667  17.356 12.268 0.74167 C19a1nW03610
136.195447  -0.390897 0.8138  11.251 12.279 -1.0    C19a1nW03611
136.197156   2.144413 0.8092  10.775 12.278 -1.0    C19a1nW03612
136.206159   0.692935 1.0860  11.807 12.169 -1.0    C19a1nW03613
136.207685   3.440442 1.1546  22.829 12.485 -1.0    C19a1nW03614
136.210509  -0.968380 1.1780  20.116 12.450 -1.0    C19a1nW03615
136.211091   1.756040 0.2570  21.633 12.354 0.23255 C19a1nW03616
136.219672   1.644516 0.8275  10.692 12.423 -1.0    C19a1nW03617
136.220920   0.882694 0.8090  13.861 12.275 -1.0    C19a1nW03618
136.222355   3.263746 0.8407  11.822 12.153 -1.0    C19a1nW03619
136.224618   3.368499 1.1380  17.841 12.522 -1.0    C19a1nW03620
136.236019   0.733411 0.3460  24.204 12.351 -1.0    C19a1nW03621
136.238562   2.341068 0.8484  19.926 12.617 -1.0    C19a1nW03622
136.242333   3.531815 0.8096  14.472 12.287 -1.0    C19a1nW03623
136.246478   0.741199 0.3980  10.179 12.187 -1.0    C19a1nW03624
136.251031  -1.502824 1.1751  15.025 12.364 -1.0    C19a1nW03625
136.252490   2.805084 0.8128  11.403 12.084 -1.0    C19a1nW03626
136.256098   4.301155 0.4340  12.598 11.774 -1.0    C19a1nW03627
136.282844   3.073556 0.8181  16.063 12.257 -1.0    C19a1nW03628
136.298597   4.905513 0.7840  11.876 12.219 -1.0    C19a1nW03629
136.304213   1.393095 0.6900  32.049 12.430 -1.0    C19a1nW03630
136.309627   3.114755 0.2383  13.475 11.813 0.25148 C19a1nW03631
136.313505   2.322528 1.1660  12.953 12.214 -1.0    C19a1nW03632
136.315907  -1.739801 0.6380  11.013 12.153 -1.0    C19a1nW03633
136.333492   2.555149 0.8510  16.260 12.493 -1.0    C19a1nW03634
136.342722  -0.814689 0.5860  10.285 12.107 -1.0    C19a1nW03635
136.345918  -0.828135 0.7576  13.433 12.321 -1.0    C19a1nW03636
136.358005  -0.963421 0.6240  13.955 12.313 0.63506 C19a1nW03637
136.361429  -0.090818 0.3631  20.838 12.257 -1.0    C19a1nW03638
136.377463   1.831992 1.2042  11.036 12.019 -1.0    C19a1nW03639
136.381069   1.971202 1.1720  10.573 12.228 -1.0    C19a1nW03640
136.386948   0.752525 0.6525  19.433 12.333 -1.0    C19a1nW03641
136.388460  -0.718141 0.8575  16.563 12.350 -1.0    C19a1nW03642
136.392471   1.527584 1.1527  13.292 12.144 -1.0    C19a1nW03643
136.406413   2.731155 0.2140  12.161 11.971 -1.0    C19a1nW03644
136.411040   1.303095 0.9408  19.379 12.265 -1.0    C19a1nW03645
136.421649   1.540619 0.6320  40.530 12.646 0.64409 C19a1nW03646
136.430126   3.226079 1.2720  11.276 12.164 -1.0    C19a1nW03647
136.451265   2.269459 0.8100  13.313 12.321 -1.0    C19a1nW03648
136.459011   3.559001 0.7978  18.839 12.326 -1.0    C19a1nW03649
136.462168   2.987201 0.5328  17.299 12.219 0.52506 C19a1nW03650
136.471121  -0.046527 0.2660  34.137 12.286 0.30431 C19a1nW03651
136.473589  -0.938449 0.6520  11.513 12.339 0.65403 C19a1nW03652
136.473649   3.843746 0.4693  13.207 11.777 0.48312 C19a1nW03653
136.482592  -0.899371 0.8254  28.500 12.472 -1.0    C19a1nW03654
136.492401  -1.207896 1.1740  11.114 12.238 -1.0    C19a1nW03655
136.496648  -0.465494 0.2660  16.830 12.111 0.28297 C19a1nW03656
136.508425  -1.324217 0.7880  34.060 12.608 -1.0    C19a1nW03657
136.509739   1.245202 0.8031  27.863 12.574 -1.0    C19a1nW03658
136.522306   1.353906 1.0540  11.662 12.425 -1.0    C19a1nW03659
136.528794   1.310311 0.3651  11.180 12.143 0.37949 C19a1nW03660
136.539680   4.489285 0.3338  18.494 12.068 0.40618 C19a1nW03661
136.559349  -0.008857 0.2008  24.532 12.506 0.19930 C19a1nW03662
136.561946   2.834367 0.6160  12.288 12.245 -1.0    C19a1nW03663
136.563867  -1.123770 1.1941  16.020 12.455 -1.0    C19a1nW03664
136.564921   1.768681 0.1940  14.063 12.193 0.19708 C19a1nW03665
136.571198   0.003436 1.1551  12.116 12.270 -1.0    C19a1nW03666
136.580965   0.264270 0.1980  15.824 12.280 0.20209 C19a1nW03667
136.585417   2.569630 0.1837  10.288 12.032 0.19777 C19a1nW03668
136.586693   1.205196 0.6459  16.743 12.330 -1.0    C19a1nW03669
136.587964   1.552939 0.2560  13.754 12.279 0.23071 C19a1nW03670
136.595711  -0.148693 0.7761  10.809 12.271 -1.0    C19a1nW03671
136.615511   1.841558 0.8224  10.915 12.299 -1.0    C19a1nW03672
136.616653   3.977307 0.4594  21.949 12.263 0.46355 C19a1nW03673
136.621056   2.605097 0.6200  10.651 12.274 0.62457 C19a1nW03674
136.625438   4.429925 0.6719  11.563 12.083 -1.0    C19a1nW03675
136.625569  -1.494191 0.4256  24.068 12.399 0.42912 C19a1nW03676
136.629300  -0.358980 0.2620  20.129 12.246 0.28506 C19a1nW03677
136.630247  -0.717784 1.2560  13.591 12.287 -1.0    C19a1nW03678
136.630622  -0.552132 1.1880  14.714 12.282 -1.0    C19a1nW03679
136.630642  -1.462079 0.7705  10.121 12.246 -1.0    C19a1nW03680
136.631271  -1.250985 1.0960  12.673 12.303 -1.0    C19a1nW03681
136.636703  -1.471187 1.0071  10.582 12.131 -1.0    C19a1nW03682
136.646976   0.088105 0.9947  10.114 12.101 -1.0    C19a1nW03683
136.648836   3.330359 0.5988  14.904 12.466 -1.0    C19a1nW03684
136.651876   3.255933 0.7879  17.546 12.388 -1.0    C19a1nW03685
136.654341   1.144729 0.7883  29.655 12.674 -1.0    C19a1nW03686
136.660222   3.219279 0.9440  10.508 12.129 -1.0    C19a1nW03687
136.661286  -0.393415 0.2166  17.668 12.198 0.21970 C19a1nW03688
136.691686   3.184453 0.6040  11.734 12.257 0.61872 C19a1nW03689
136.692115   3.435836 1.1679  17.653 12.407 -1.0    C19a1nW03690
136.704125   0.477563 0.8273  24.325 12.557 -1.0    C19a1nW03691
136.714437   0.347581 0.8566  19.504 12.458 -1.0    C19a1nW03692
136.714480   3.586900 1.0981  13.412 12.418 -1.0    C19a1nW03693
136.716068   3.068695 0.7889  13.232 12.240 -1.0    C19a1nW03694
136.718660  -0.315473 0.5229  24.445 12.478 0.52753 C19a1nW03695
136.719763   2.592150 0.9620  10.159 11.997 -1.0    C19a1nW03696
136.721453   1.302364 0.5461  13.114 12.076 0.57000 C19a1nW03697
136.725029   2.430057 1.0660  11.327 12.156 -1.0    C19a1nW03698
136.727918   3.041619 0.1481  12.551 12.101 0.13755 C19a1nW03699
136.737863  -1.674285 1.1159  11.396 12.122 -1.0    C19a1nW03700
136.741851   3.986772 0.7574  27.826 12.475 -1.0    C19a1nW03701
136.743140   1.420042 1.2681  10.363 12.609 -1.0    C19a1nW03702
136.755406  -0.614933 0.4459  11.355 12.167 0.45296 C19a1nW03703
136.756714   1.845361 0.6920  12.343 12.211 -1.0    C19a1nW03704
136.762367   2.573274 0.8200  14.311 12.536 -1.0    C19a1nW03705
136.762986   1.620849 0.2569  14.311 12.077 0.28215 C19a1nW03706
136.784348  -1.552106 0.3252  14.365 12.406 -1.0    C19a1nW03707
136.787034   2.680973 0.8538  12.981 12.348 -1.0    C19a1nW03708
136.796749  -0.657961 0.8920  14.295 12.357 -1.0    C19a1nW03709
136.800963   4.110206 0.1347  11.969 12.107 0.12316 C19a1nW03710
136.804409   0.049188 0.8337  20.049 12.513 0.81659 C19a1nW03711
136.817269   2.184904 1.3008  10.939 12.031 -1.0    C19a1nW03712
136.826403  -1.310481 1.2000  12.132 12.321 -1.0    C19a1nW03713
136.828543   2.846948 0.8050  15.316 12.325 -1.0    C19a1nW03714
136.836326   1.082798 0.6278  11.187 12.220 0.60265 C19a1nW03715
136.839964  -1.223451 0.2600  22.990 12.018 0.29344 C19a1nW03716
136.840508   0.121830 1.1559  16.875 12.397 -1.0    C19a1nW03717
136.843489   3.113113 0.6380  10.421 12.137 -1.0    C19a1nW03718
136.851584   2.330318 0.7725  11.807 12.140 -1.0    C19a1nW03719
136.852831   0.205396 0.8198  10.405 12.223 -1.0    C19a1nW03720
136.858793   4.116534 1.3377  14.263 12.257 -1.0    C19a1nW03721
136.865671   3.418520 0.7877  16.953 12.323 -1.0    C19a1nW03722
136.871928  -0.651221 0.8961  14.960 12.371 -1.0    C19a1nW03723
136.882884  -0.061527 1.0434  20.208 12.533 -1.0    C19a1nW03724
136.889556  -1.465849 0.9039  34.921 12.490 -1.0    C19a1nW03725
136.892145   0.481716 0.6500  12.783 12.234 -1.0    C19a1nW03726
136.899781   4.101844 0.3564  16.833 12.232 0.37179 C19a1nW03727
136.900137  -0.715323 0.6280  10.760 12.316 0.60315 C19a1nW03728
136.904063   4.005978 0.3620  13.335 12.210 -1.0    C19a1nW03729
136.909191  -0.061316 0.5244  18.701 12.205 -1.0    C19a1nW03730
136.926230  -1.853599 0.9925  14.267 12.150 -1.0    C19a1nW03731
136.930893   1.230956 0.7859  10.972 12.389 -1.0    C19a1nW03732
136.941910  -0.024765 0.2636  10.293 11.766 0.28107 C19a1nW03733
136.944892   3.031922 0.7984  10.670 12.241 -1.0    C19a1nW03734
136.948024   0.416166 1.0499  10.462 12.195 -1.0    C19a1nW03735
136.949482   0.074690 0.5152  10.253 11.934 -1.0    C19a1nW03736
136.960574  -1.550493 0.4265  10.245 12.046 0.43225 C19a1nW03737
136.966392   2.781440 0.6220  16.437 12.373 0.61797 C19a1nW03738
136.966730  -0.893477 0.8280  12.611 12.311 -1.0    C19a1nW03739
136.967608   1.495668 0.1713  27.535 12.493 0.10210 C19a1nW03740
136.972963   3.533209 0.7820  28.037 12.341 -1.0    C19a1nW03741
136.973235   2.185795 0.7660  12.160 12.349 -1.0    C19a1nW03742
136.976449   0.958979 0.6860  36.441 12.548 -1.0    C19a1nW03743
136.976449   0.958979 0.7847  13.669 12.411 -1.0    C19a1nW03744
136.978103   0.198865 0.8700  13.856 12.331 -1.0    C19a1nW03745
136.981336   2.906203 0.8075  44.816 12.693 0.79676 C19a1nW03746
136.984987   3.986969 0.7700  14.700 12.507 -1.0    C19a1nW03747
136.986896   4.105579 0.7460  17.751 12.484 -1.0    C19a1nW03748
136.989971   2.811259 0.8215  14.244 12.404 -1.0    C19a1nW03749
136.991693  -0.335715 0.8079  20.723 12.476 0.81069 C19a1nW03750
136.995831  -0.010672 0.6560  11.112 12.152 -1.0    C19a1nW03751
137.000543  -0.278727 1.1681  19.766 12.472 -1.0    C19a1nW03752
137.013814   2.012252 0.4570  32.466 12.552 0.46825 C19a1nW03753
137.014012  -1.101276 0.6660  12.077 12.198 0.67137 C19a1nW03754
137.025992   2.006109 0.3120  15.855 12.189 -1.0    C19a1nW03755
137.026093   1.332089 0.6400  29.792 12.598 0.65907 C19a1nW03756
137.027674   3.424511 0.8420  18.896 12.337 0.84767 C19a1nW03757
137.033846   4.150350 0.6799  21.586 12.491 0.67824 C19a1nW03758
137.042054   0.093910 0.2860  10.666 12.182 0.28118 C19a1nW03759
137.047452   0.011747 1.1555  12.010 12.150 -1.0    C19a1nW03760
137.048245   2.259852 0.7809  11.599 12.214 -1.0    C19a1nW03761
137.049514  -1.504258 0.3320  20.799 12.421 0.33051 C19a1nW03762
137.049514   2.481193 1.0500  11.112 12.135 -1.0    C19a1nW03763
137.057794   2.357553 0.9207  28.330 12.646 -1.0    C19a1nW03764
137.057926   0.716169 0.9540  10.562 12.300 -1.0    C19a1nW03765
137.063637   3.259269 0.9621  14.929 12.007 -1.0    C19a1nW03766
137.066575  -1.308298 1.2468  11.432 12.368 -1.0    C19a1nW03767
137.076583   4.244142 0.7559  20.035 12.241 -1.0    C19a1nW03768
137.083264  -1.223678 0.3040  14.866 12.199 0.31713 C19a1nW03769
137.085164  -0.227298 1.2939  10.011 12.228 -1.0    C19a1nW03770
137.089782   3.179608 0.2140  13.367 12.100 -1.0    C19a1nW03771
137.092096   0.877088 0.7580  11.862 12.239 -1.0    C19a1nW03772
137.093888  -1.696261 0.2120  17.453 12.294 0.19979 C19a1nW03773
137.096279   4.208060 0.7884  12.328 12.263 -1.0    C19a1nW03774
137.097594   2.089775 0.7720  13.572 12.374 -1.0    C19a1nW03775
137.099015   2.859132 0.8031  37.234 12.627 -1.0    C19a1nW03776
137.102174   4.407696 0.3520  11.007 11.959 -1.0    C19a1nW03777
137.113381  -1.115378 0.9277  20.800 12.477 -1.0    C19a1nW03778
137.119557  -0.108240 1.1541  10.838 12.271 -1.0    C19a1nW03779
137.121279   2.378069 0.2523  11.791 11.928 -1.0    C19a1nW03780
137.125888   0.263471 0.2611  12.122 12.109 0.28228 C19a1nW03781
137.126328   3.198997 0.8058  13.627 12.406 -1.0    C19a1nW03782
137.135080   2.818298 0.9640  20.175 12.505 -1.0    C19a1nW03783
137.139306   3.084496 0.6320  27.296 12.490 0.62518 C19a1nW03784
137.149929   0.777310 0.7872  10.091 12.320 -1.0    C19a1nW03785
137.153876   2.017273 0.7680  10.054 12.414 -1.0    C19a1nW03786
137.156478   0.955464 0.7696  14.124 12.588 0.73728 C19a1nW03787
137.158493  -1.143104 0.7861  10.648 12.177 -1.0    C19a1nW03788
137.188362  -1.659775 0.3841  13.763 12.307 0.38428 C19a1nW03789
137.192489   4.315027 0.4980  11.856 12.021 -1.0    C19a1nW03790
137.193617   1.850060 0.2586  31.029 12.287 -1.0    C19a1nW03791
137.196308   4.309865 0.8098  10.745 11.961 -1.0    C19a1nW03792
137.196958  -1.219243 0.7760  13.866 12.407 0.78287 C19a1nW03793
137.197802   3.376141 0.2020  17.562 12.151 0.20362 C19a1nW03794
137.201824   3.051891 0.9160  12.394 12.075 -1.0    C19a1nW03795
137.212838  -1.301231 0.9842  10.492 11.993 -1.0    C19a1nW03796
137.222367   2.209900 0.8112  18.215 12.456 -1.0    C19a1nW03797
137.231493  -1.203168 1.0600  10.898 12.142 -1.0    C19a1nW03798
137.231637  -1.181236 0.3114  10.581 12.077 0.31650 C19a1nW03799
137.237622   4.028505 1.1679  14.455 12.400 -1.0    C19a1nW03800
137.239225  -0.222980 1.1760  11.613 12.250 -1.0    C19a1nW03801
137.241314   2.650175 0.8434  17.247 12.059 -1.0    C19a1nW03802
137.257182   1.897227 0.7717  12.316 12.245 -1.0    C19a1nW03803
137.261624   0.702213 0.8740  10.317 12.279 -1.0    C19a1nW03804
137.272681   4.166434 0.7900  19.188 12.498 0.79736 C19a1nW03805
137.286983   4.065655 0.8029  15.528 12.211 -1.0    C19a1nW03806
137.298288   0.408183 0.9421  16.313 12.375 -1.0    C19a1nW03807
137.306639   1.565960 0.7740  13.803 12.250 -1.0    C19a1nW03808
137.307435  -0.205609 0.3040  29.994 12.437 0.30852 C19a1nW03809
137.308354   1.347260 0.2220  11.800 12.005 0.22725 C19a1nW03810
137.309638  -0.705026 0.9618  16.825 12.291 -1.0    C19a1nW03811
137.313605  -1.018019 0.8154  50.498 12.783 -1.0    C19a1nW03812
137.315364   3.360055 0.8185  12.650 12.132 -1.0    C19a1nW03813
137.328020   0.483606 0.6600  14.959 12.313 -1.0    C19a1nW03814
137.332863   0.602704 0.2860  12.482 12.144 0.29208 C19a1nW03815
137.337520   2.660682 0.8076  11.269 12.192 -1.0    C19a1nW03816
137.340636  -1.936462 0.3320  11.672 12.172 -1.0    C19a1nW03817
137.356633   3.585144 0.8059  15.718 12.430 -1.0    C19a1nW03818
137.358998   0.178897 0.7774  17.642 12.440 -1.0    C19a1nW03819
137.364254  -1.554987 0.6386  12.944 12.238 -1.0    C19a1nW03820
137.364591   2.957965 0.8364  10.140 12.178 -1.0    C19a1nW03821
137.378095   0.728467 0.4962  10.103 12.174 0.50830 C19a1nW03822
137.385315  -0.837881 1.0906  39.880 12.658 -1.0    C19a1nW03823
137.392923   0.560077 1.0832  17.099 12.510 -1.0    C19a1nW03824
137.395834   3.660702 0.7363  20.239 12.370 -1.0    C19a1nW03825
137.404555   3.907672 0.1700  16.354 12.114 -1.0    C19a1nW03826
137.426394   2.076488 0.7100  16.412 12.247 -1.0    C19a1nW03827
137.426402  -0.950268 1.1550  26.437 12.675 -1.0    C19a1nW03828
137.444170   3.768073 1.2628  10.822 12.051 -1.0    C19a1nW03829
137.446709  -1.801673 0.7596  13.207 12.247 -1.0    C19a1nW03830
137.459390  -1.393796 0.8075  12.983 12.192 -1.0    C19a1nW03831
137.460992   0.875037 0.2675  17.422 12.077 0.29975 C19a1nW03832
137.485810   2.600624 0.1622  10.290 12.157 0.16368 C19a1nW03833
137.486263   1.155381 0.2313  16.022 12.280 0.22664 C19a1nW03834
137.501011   2.415085 0.8007  28.121 12.525 -1.0    C19a1nW03835
137.513655   3.655003 0.7600  13.390 12.188 -1.0    C19a1nW03836
137.514033   2.916460 0.8324  10.103 11.992 -1.0    C19a1nW03837
137.516061  -0.839686 0.8120  18.310 12.365 -1.0    C19a1nW03838
137.533979   0.611186 0.6160  10.544 12.121 0.59451 C19a1nW03839
137.536564  -1.608990 0.1951  12.192 12.080 0.20081 C19a1nW03840
137.539034   1.239309 0.4857  11.852 12.232 -1.0    C19a1nW03841
137.548133   1.651059 0.2722  33.681 12.541 0.28420 C19a1nW03842
137.553256   1.593078 0.8120  10.352 12.166 -1.0    C19a1nW03843
137.560693  -0.137872 1.1834  10.586 12.332 -1.0    C19a1nW03844
137.563264   1.818910 0.7880  11.549 12.193 -1.0    C19a1nW03845
137.583771   2.156327 0.7208  16.306 12.393 0.71588 C19a1nW03846
137.598936  -0.744387 0.9679  13.342 12.056 -1.0    C19a1nW03847
137.603246   3.487643 0.9239  19.566 12.373 -1.0    C19a1nW03848
137.605674   3.428992 0.7522  10.627 12.203 -1.0    C19a1nW03849
137.610011   2.176278 0.8160  11.121 12.125 -1.0    C19a1nW03850
137.610806  -1.008210 0.3070  16.014 12.192 0.32136 C19a1nW03851
137.612826   3.974217 0.7845  29.421 12.604 -1.0    C19a1nW03852
137.618039  -0.966993 1.0340  12.782 12.289 -1.0    C19a1nW03853
137.631088   2.266642 1.0423  10.133 12.181 -1.0    C19a1nW03854
137.632189  -0.946924 0.5234  14.725 12.325 0.52134 C19a1nW03855
137.636722   1.579760 1.0701  14.561 12.488 -1.0    C19a1nW03856
137.638503  -1.217368 0.2449  10.173 11.930 0.25755 C19a1nW03857
137.640139   0.850339 0.3620  36.021 12.354 0.36621 C19a1nW03858
137.658766  -0.242169 0.9759  12.419 12.385 -1.0    C19a1nW03859
137.666992   4.189120 1.1767  14.775 12.169 -1.0    C19a1nW03860
137.669343  -0.801376 0.3261  12.848 12.223 -1.0    C19a1nW03861
137.680817   0.328323 1.1900  13.831 12.213 -1.0    C19a1nW03862
137.681705   1.003977 0.7757  15.831 12.318 -1.0    C19a1nW03863
137.688693   1.978244 0.4380  15.904 12.190 0.45272 C19a1nW03864
137.689578   3.196609 1.0007  10.449 12.355 -1.0    C19a1nW03865
137.697721  -0.798934 1.0821  10.422 12.117 -1.0    C19a1nW03866
137.704757   0.011603 1.1460  10.685 12.354 -1.0    C19a1nW03867
137.710796   1.701910 0.4985  17.418 12.456 0.49532 C19a1nW03868
137.716878  -0.126021 0.8291  10.033 12.270 -1.0    C19a1nW03869
137.721398  -1.298447 0.7601  10.870 12.274 -1.0    C19a1nW03870
137.723309   3.761021 1.0332  18.082 12.317 -1.0    C19a1nW03871
137.733875   2.446594 0.2408  12.638 12.249 0.26981 C19a1nW03872
137.734254   3.778394 0.9080  11.099 12.135 -1.0    C19a1nW03873
137.740151   4.294306 0.4599  23.979 12.312 -1.0    C19a1nW03874
137.741488  -0.854580 0.8209  11.244 12.281 -1.0    C19a1nW03875
137.775085   1.400441 1.0015  15.989 12.157 -1.0    C19a1nW03876
137.775779   0.605043 0.2017  11.609 12.114 0.19916 C19a1nW03877
137.786666   1.171512 0.7535  11.108 12.304 -1.0    C19a1nW03878
137.790414   2.871755 0.6105  16.699 12.393 -1.0    C19a1nW03879
137.790885   1.331905 1.2320  11.648 12.145 -1.0    C19a1nW03880
137.795040   3.015302 0.6160  12.073 12.172 -1.0    C19a1nW03881
137.803183  -1.272021 1.2959  13.516 12.397 -1.0    C19a1nW03882
137.804953   4.437731 1.1380  10.858 12.034 -1.0    C19a1nW03883
137.819458   4.015081 0.4940  10.484 12.190 -1.0    C19a1nW03884
137.819669   3.089649 0.2038  13.743 12.162 0.21038 C19a1nW03885
137.822630   2.807354 0.9600  17.043 12.158 -1.0    C19a1nW03886
137.823500   2.548492 0.4948  10.056 12.003 -1.0    C19a1nW03887
137.825903   2.433530 1.1980  10.124 11.991 -1.0    C19a1nW03888
137.833106   2.775851 1.0590  10.224 12.170 -1.0    C19a1nW03889
137.840288   1.675625 0.7541  14.600 12.188 -1.0    C19a1nW03890
137.858370  -0.752874 0.3170  21.550 12.330 0.33728 C19a1nW03891
137.863800   1.942146 1.3121  10.758 12.180 -1.0    C19a1nW03892
137.909793   3.248149 0.7820  19.079 12.304 -1.0    C19a1nW03893
137.913422  -0.641506 0.6000  14.848 12.418 0.60435 C19a1nW03894
